id,title,year,creature_n,creature_top_label,creature_top_score,creature_boxes,weapon_n,weapon_top_label,weapon_top_score,weapon_boxes,error
294307,The Last Hit,1993,3,doll,0.32,"[{""label"": ""doll"", ""score"": 0.32, ""box"": [0.5589, 0.4033, 0.3026, 0.4694]}, {""label"": ""skeleton"", ""score"": 0.291, ""box"": [0.5739, 0.4057, 0.2815, 0.2415]}, {""label"": ""skeleton"", ""score"": 0.264, ""box"": [0.4071, 0.1101, 0.3756, 0.3614]}]",3,gun,0.474,"[{""label"": ""gun"", ""score"": 0.474, ""box"": [0.3926, 0.259, 0.1631, 0.2474]}, {""label"": ""gun"", ""score"": 0.383, ""box"": [0.3929, 0.2589, 0.1628, 0.2475]}, {""label"": ""gun"", ""score"": 0.324, ""box"": [0.3925, 0.2593, 0.1628, 0.2468]}]",
299460,The Mother  Tree,1958,3,giant_monster,0.351,"[{""label"": ""giant_monster"", ""score"": 0.351, ""box"": [0.301, 0.0348, 0.5655, 0.35]}, {""label"": ""clown"", ""score"": 0.33, ""box"": [0.233, 0.391, 0.3077, 0.2643]}, {""label"": ""doll"", ""score"": 0.317, ""box"": [0.6614, 0.5799, 0.2704, 0.3089]}]",3,gun,0.422,"[{""label"": ""gun"", ""score"": 0.422, ""box"": [0.4741, 0.8208, 0.1127, 0.1761]}, {""label"": ""gun"", ""score"": 0.318, ""box"": [0.4456, 0.8125, 0.1625, 0.1833]}, {""label"": ""gun"", ""score"": 0.295, ""box"": [0.4751, 0.8207, 0.1104, 0.1766]}]",
324153,The Shadow Laughs,1933,3,doll,0.448,"[{""label"": ""doll"", ""score"": 0.448, ""box"": [0.1726, 0.619, 0.716, 0.379]}, {""label"": ""skeleton"", ""score"": 0.363, ""box"": [0.5875, 0.6488, 0.1108, 0.0948]}, {""label"": ""giant_monster"", ""score"": 0.326, ""box"": [0.2577, 0.4087, 0.3969, 0.2495]}]",0,,,[],
324621,The Return,1980,3,skeleton,0.457,"[{""label"": ""skeleton"", ""score"": 0.457, ""box"": [0.2974, 0.7701, 0.2536, 0.2055]}, {""label"": ""giant_monster"", ""score"": 0.43, ""box"": [0.1347, 0.6671, 0.4412, 0.326]}, {""label"": ""spider"", ""score"": 0.307, ""box"": [0.4989, 0.7247, 0.1084, 0.0734]}]",0,,,[],
325622,The Hound of the Baskervilles,1921,3,doll,0.489,"[{""label"": ""doll"", ""score"": 0.489, ""box"": [0.1638, 0.2572, 0.302, 0.7394]}, {""label"": ""vampire"", ""score"": 0.318, ""box"": [0.5304, 0.1646, 0.322, 0.8298]}, {""label"": ""vampire"", ""score"": 0.3, ""box"": [0.0023, 0.191, 0.2201, 0.8056]}]",1,syringe,0.262,"[{""label"": ""syringe"", ""score"": 0.262, ""box"": [0.7954, 0.6484, 0.0591, 0.0731]}]",
340758,Never Mention Murder,1965,3,skeleton,0.522,"[{""label"": ""skeleton"", ""score"": 0.522, ""box"": [0.4135, 0.108, 0.1154, 0.0779]}, {""label"": ""spider"", ""score"": 0.396, ""box"": [0.625, 0.9027, 0.0721, 0.0777]}, {""label"": ""clown"", ""score"": 0.365, ""box"": [0.2809, 0.0364, 0.316, 0.3531]}]",2,syringe,0.293,"[{""label"": ""syringe"", ""score"": 0.293, ""box"": [0.469, 0.252, 0.0462, 0.0741]}, {""label"": ""gun"", ""score"": 0.288, ""box"": [0.0011, 0.4469, 0.1167, 0.0702]}]",
361975,The Hoop of Bermuda,1988,3,skeleton,0.491,"[{""label"": ""skeleton"", ""score"": 0.491, ""box"": [0.4114, 0.4085, 0.167, 0.1443]}, {""label"": ""skeleton"", ""score"": 0.398, ""box"": [0.3549, 0.3361, 0.2661, 0.2327]}, {""label"": ""vampire"", ""score"": 0.326, ""box"": [0.1765, 0.3302, 0.6446, 0.6685]}]",2,sword,0.275,"[{""label"": ""sword"", ""score"": 0.275, ""box"": [0.5404, 0.5521, 0.1372, 0.0502]}, {""label"": ""syringe"", ""score"": 0.255, ""box"": [0.149, 0.7476, 0.123, 0.0405]}]",
382290,M・Y・F・A・C・E,2005,3,doll,0.41,"[{""label"": ""doll"", ""score"": 0.41, ""box"": [0.0161, 0.0897, 0.9768, 0.9037]}, {""label"": ""skeleton"", ""score"": 0.338, ""box"": [0.1548, 0.1147, 0.7149, 0.6277]}, {""label"": ""giant_monster"", ""score"": 0.323, ""box"": [0.1534, 0.1186, 0.7175, 0.6214]}]",1,arrow,0.442,"[{""label"": ""arrow"", ""score"": 0.442, ""box"": [0.8849, 0.8236, 0.0839, 0.0733]}]",
440871,Ghost Valley Raiders,1940,3,skeleton,0.338,"[{""label"": ""skeleton"", ""score"": 0.338, ""box"": [0.5301, 0.3137, 0.1252, 0.1113]}, {""label"": ""doll"", ""score"": 0.329, ""box"": [0.7391, 0.2941, 0.2305, 0.6951]}, {""label"": ""clown"", ""score"": 0.306, ""box"": [0.7961, 0.295, 0.1722, 0.1561]}]",2,gun,0.449,"[{""label"": ""gun"", ""score"": 0.449, ""box"": [0.1594, 0.7183, 0.2142, 0.0907]}, {""label"": ""gun"", ""score"": 0.255, ""box"": [0.1601, 0.7199, 0.2124, 0.0545]}]",
444713,Commando 2 - The Black Money Trail,2017,3,clown,0.396,"[{""label"": ""clown"", ""score"": 0.396, ""box"": [0.3889, 0.1848, 0.1877, 0.1406]}, {""label"": ""skeleton"", ""score"": 0.395, ""box"": [0.3902, 0.185, 0.1854, 0.1397]}, {""label"": ""vampire"", ""score"": 0.369, ""box"": [0.2935, 0.1856, 0.4367, 0.7543]}]",1,arrow,0.264,"[{""label"": ""arrow"", ""score"": 0.264, ""box"": [0.7842, 0.0766, 0.158, 0.1687]}]",
453424,Dr. Masher,1969,3,skeleton,0.441,"[{""label"": ""skeleton"", ""score"": 0.441, ""box"": [0.3679, 0.8196, 0.2333, 0.165]}, {""label"": ""zombie"", ""score"": 0.406, ""box"": [0.0969, 0.2116, 0.1118, 0.2014]}, {""label"": ""shark"", ""score"": 0.361, ""box"": [0.2038, 0.3179, 0.0722, 0.0352]}]",3,gun,0.339,"[{""label"": ""gun"", ""score"": 0.339, ""box"": [0.8697, 0.8863, 0.127, 0.0409]}, {""label"": ""gun"", ""score"": 0.293, ""box"": [0.214, 0.4595, 0.1883, 0.0201]}, {""label"": ""gun"", ""score"": 0.268, ""box"": [0.3843, 0.3683, 0.184, 0.0434]}]",
459420,The Four Just Men,1921,3,clown,0.379,"[{""label"": ""clown"", ""score"": 0.379, ""box"": [0.0235, 0.4125, 0.1202, 0.1105]}, {""label"": ""vampire"", ""score"": 0.343, ""box"": [0.1239, 0.3734, 0.2104, 0.1976]}, {""label"": ""clown"", ""score"": 0.313, ""box"": [0.8593, 0.5564, 0.1291, 0.1254]}]",0,,,[],
482337,Benaam,1999,3,witch,0.394,"[{""label"": ""witch"", ""score"": 0.394, ""box"": [0.4587, 0.6111, 0.1014, 0.1725]}, {""label"": ""vampire"", ""score"": 0.365, ""box"": [0.0003, 0.1241, 0.4859, 0.8266]}, {""label"": ""giant_monster"", ""score"": 0.314, ""box"": [0.4538, 0.091, 0.5372, 0.4132]}]",1,sword,0.555,"[{""label"": ""sword"", ""score"": 0.555, ""box"": [0.8985, 0.6241, 0.0742, 0.0768]}]",
483586,Rites of Blood,2004,3,doll,0.436,"[{""label"": ""doll"", ""score"": 0.436, ""box"": [0.1529, 0.2152, 0.3206, 0.4678]}, {""label"": ""skeleton"", ""score"": 0.35, ""box"": [0.2834, 0.2311, 0.1051, 0.0841]}, {""label"": ""doll"", ""score"": 0.345, ""box"": [0.458, 0.4695, 0.339, 0.1831]}]",1,gun,0.3,"[{""label"": ""gun"", ""score"": 0.3, ""box"": [0.3689, 0.443, 0.0824, 0.0585]}]",
510733,The Ghost Breaker,1922,3,doll,0.403,"[{""label"": ""doll"", ""score"": 0.403, ""box"": [0.3848, 0.5677, 0.3333, 0.3045]}, {""label"": ""doll"", ""score"": 0.382, ""box"": [0.0395, 0.563, 0.4931, 0.3852]}, {""label"": ""clown"", ""score"": 0.355, ""box"": [0.1257, 0.564, 0.239, 0.1494]}]",3,rifle,0.366,"[{""label"": ""rifle"", ""score"": 0.366, ""box"": [0.5753, 0.5365, 0.3082, 0.0377]}, {""label"": ""gun"", ""score"": 0.301, ""box"": [0.1442, 0.8391, 0.0923, 0.1088]}, {""label"": ""gun"", ""score"": 0.275, ""box"": [0.0989, 0.8387, 0.1392, 0.1113]}]",
517574,Doombeach,1989,0,,,[],1,machete,0.257,"[{""label"": ""machete"", ""score"": 0.257, ""box"": [0.0833, 0.3288, 0.8371, 0.0904]}]",
535249,Our Correspondent,1959,3,skeleton,0.335,"[{""label"": ""skeleton"", ""score"": 0.335, ""box"": [0.3725, 0.0429, 0.2278, 0.1546]}, {""label"": ""skeleton"", ""score"": 0.329, ""box"": [0.3079, 0.0057, 0.3508, 0.1984]}, {""label"": ""giant_monster"", ""score"": 0.296, ""box"": [0.036, 0.0035, 0.625, 0.7827]}]",3,gun,0.453,"[{""label"": ""gun"", ""score"": 0.453, ""box"": [0.3485, 0.3076, 0.2425, 0.1633]}, {""label"": ""syringe"", ""score"": 0.329, ""box"": [0.7168, 0.3497, 0.0645, 0.0336]}, {""label"": ""axe"", ""score"": 0.293, ""box"": [0.7165, 0.2674, 0.2342, 0.1219]}]",
539980,Maigret at the Minister,1987,3,vampire,0.3,"[{""label"": ""vampire"", ""score"": 0.3, ""box"": [0.0031, 0.4161, 0.5226, 0.4547]}, {""label"": ""vampire"", ""score"": 0.299, ""box"": [0.3842, 0.3384, 0.6136, 0.5302]}, {""label"": ""clown"", ""score"": 0.282, ""box"": [0.0255, 0.4176, 0.4194, 0.3612]}]",0,,,[],
547231,Pizza Hunt,2003,3,vampire,0.405,"[{""label"": ""vampire"", ""score"": 0.405, ""box"": [0.0338, 0.2131, 0.2963, 0.5326]}, {""label"": ""clown"", ""score"": 0.373, ""box"": [0.1371, 0.2136, 0.1035, 0.0668]}, {""label"": ""giant_monster"", ""score"": 0.316, ""box"": [0.4882, 0.1789, 0.1412, 0.068]}]",2,axe,0.301,"[{""label"": ""axe"", ""score"": 0.301, ""box"": [0.2813, 0.3715, 0.1428, 0.0434]}, {""label"": ""gun"", ""score"": 0.296, ""box"": [0.3202, 0.0073, 0.1865, 0.4586]}]",
548084,The Perfect Murder,1992,3,doll,0.331,"[{""label"": ""doll"", ""score"": 0.331, ""box"": [0.2777, 0.5331, 0.3995, 0.3027]}, {""label"": ""doll"", ""score"": 0.288, ""box"": [0.2853, 0.5325, 0.3738, 0.2259]}, {""label"": ""skeleton"", ""score"": 0.281, ""box"": [0.1496, 0.0212, 0.7013, 0.8135]}]",1,axe,0.305,"[{""label"": ""axe"", ""score"": 0.305, ""box"": [0.357, 0.533, 0.2407, 0.1152]}]",
630737,2099: The Soldier Protocol,2019,3,skeleton,0.327,"[{""label"": ""skeleton"", ""score"": 0.327, ""box"": [0.348, 0.0561, 0.32, 0.3322]}, {""label"": ""skeleton"", ""score"": 0.308, ""box"": [0.672, 0.0749, 0.2826, 0.2201]}, {""label"": ""skeleton"", ""score"": 0.266, ""box"": [0.0638, 0.0742, 0.2895, 0.2149]}]",3,axe,0.313,"[{""label"": ""axe"", ""score"": 0.313, ""box"": [0.0197, 0.292, 0.1256, 0.1545]}, {""label"": ""gun"", ""score"": 0.31, ""box"": [0.6175, 0.0741, 0.3791, 0.4186]}, {""label"": ""arrow"", ""score"": 0.28, ""box"": [0.0629, 0.5079, 0.195, 0.1204]}]",
633786,Faulty Father,2019,3,vampire,0.361,"[{""label"": ""vampire"", ""score"": 0.361, ""box"": [0.0226, 0.3952, 0.9728, 0.6013]}, {""label"": ""skeleton"", ""score"": 0.356, ""box"": [0.3246, 0.4026, 0.3895, 0.4106]}, {""label"": ""skeleton"", ""score"": 0.319, ""box"": [0.3688, 0.4817, 0.3379, 0.3294]}]",0,,,[],
651517,Riverdead,2007,2,werewolf,0.274,"[{""label"": ""werewolf"", ""score"": 0.274, ""box"": [0.0969, 0.1054, 0.7792, 0.1952]}, {""label"": ""giant_monster"", ""score"": 0.257, ""box"": [0.0894, 0.1018, 0.7933, 0.5044]}]",1,sword,0.373,"[{""label"": ""sword"", ""score"": 0.373, ""box"": [0.2609, 0.4929, 0.1461, 0.0648]}]",
668985,Who Killed Eve?,1934,3,skeleton,0.417,"[{""label"": ""skeleton"", ""score"": 0.417, ""box"": [0.7422, 0.1915, 0.0768, 0.0458]}, {""label"": ""clown"", ""score"": 0.36, ""box"": [0.6594, 0.1474, 0.2292, 0.1918]}, {""label"": ""clown"", ""score"": 0.323, ""box"": [0.6579, 0.1473, 0.235, 0.2231]}]",1,gun,0.502,"[{""label"": ""gun"", ""score"": 0.502, ""box"": [0.7246, 0.5091, 0.1157, 0.1409]}]",
747083,Noite de Lamentações (Night of Wails),2020,0,,,[],0,,,[],
752825,The Demon,1970,3,giant_monster,0.337,"[{""label"": ""giant_monster"", ""score"": 0.337, ""box"": [0.0728, 0.5078, 0.0631, 0.0653]}, {""label"": ""giant_monster"", ""score"": 0.311, ""box"": [0.0724, 0.5076, 0.0641, 0.0657]}, {""label"": ""doll"", ""score"": 0.267, ""box"": [0.0677, 0.5069, 0.0688, 0.1186]}]",0,,,[],
752851,Case of a Young Lord 7: Red Crane House,1958,3,doll,0.476,"[{""label"": ""doll"", ""score"": 0.476, ""box"": [0.0078, 0.7701, 0.2278, 0.223]}, {""label"": ""skeleton"", ""score"": 0.4, ""box"": [0.5939, 0.3002, 0.2886, 0.2883]}, {""label"": ""doll"", ""score"": 0.36, ""box"": [0.2507, 0.7598, 0.2386, 0.2363]}]",3,gun,0.456,"[{""label"": ""gun"", ""score"": 0.456, ""box"": [0.2742, 0.0094, 0.6802, 0.3166]}, {""label"": ""gun"", ""score"": 0.349, ""box"": [0.2754, 0.0095, 0.679, 0.317]}, {""label"": ""sword"", ""score"": 0.314, ""box"": [0.7518, 0.1884, 0.2013, 0.1363]}]",
781001,That,2012,2,giant_monster,0.311,"[{""label"": ""giant_monster"", ""score"": 0.311, ""box"": [0.0725, 0.3157, 0.8699, 0.2033]}, {""label"": ""giant_monster"", ""score"": 0.302, ""box"": [0.073, 0.3156, 0.8695, 0.2038]}]",3,chainsaw,0.371,"[{""label"": ""chainsaw"", ""score"": 0.371, ""box"": [0.0723, 0.3161, 0.8697, 0.2021]}, {""label"": ""axe"", ""score"": 0.371, ""box"": [0.652, 0.3253, 0.2841, 0.1834]}, {""label"": ""axe"", ""score"": 0.336, ""box"": [0.6518, 0.3251, 0.2841, 0.1838]}]",
789473,The Mysterious Mr. Hyde,1964,3,skeleton,0.422,"[{""label"": ""skeleton"", ""score"": 0.422, ""box"": [0.3897, 0.7175, 0.1328, 0.0889]}, {""label"": ""vampire"", ""score"": 0.311, ""box"": [0.1855, 0.6463, 0.4854, 0.3246]}, {""label"": ""giant_monster"", ""score"": 0.292, ""box"": [0.1393, 0.423, 0.7059, 0.1485]}]",1,rifle,0.334,"[{""label"": ""rifle"", ""score"": 0.334, ""box"": [0.0022, 0.6571, 0.3553, 0.1777]}]",
795813,I'm Your Man,2021,2,doll,0.36,"[{""label"": ""doll"", ""score"": 0.36, ""box"": [0.0039, 0.5023, 0.992, 0.4918]}, {""label"": ""vampire"", ""score"": 0.253, ""box"": [0.0039, 0.5023, 0.992, 0.4924]}]",0,,,[],
872243,Darkman,1992,3,skeleton,0.412,"[{""label"": ""skeleton"", ""score"": 0.412, ""box"": [0.3614, 0.5386, 0.3037, 0.1978]}, {""label"": ""skeleton"", ""score"": 0.39, ""box"": [0.4183, 0.6023, 0.1815, 0.1182]}, {""label"": ""skeleton"", ""score"": 0.388, ""box"": [0.5068, 0.6031, 0.09, 0.0862]}]",3,gun,0.302,"[{""label"": ""gun"", ""score"": 0.302, ""box"": [0.0012, 0.9354, 0.1453, 0.063]}, {""label"": ""axe"", ""score"": 0.273, ""box"": [0.0009, 0.9361, 0.1403, 0.0322]}, {""label"": ""sword"", ""score"": 0.257, ""box"": [0.0011, 0.9368, 0.0911, 0.0275]}]",
921652,Body of Ashes,2022,3,skeleton,0.389,"[{""label"": ""skeleton"", ""score"": 0.389, ""box"": [0.2784, 0.0757, 0.4125, 0.3996]}, {""label"": ""clown"", ""score"": 0.325, ""box"": [0.2725, 0.0739, 0.4244, 0.4057]}, {""label"": ""doll"", ""score"": 0.317, ""box"": [0.005, 0.0731, 0.9908, 0.9232]}]",0,,,[],
929912,Droga Digitale,2022,3,skeleton,0.468,"[{""label"": ""skeleton"", ""score"": 0.468, ""box"": [0.2398, 0.0054, 0.5131, 0.3913]}, {""label"": ""skeleton"", ""score"": 0.323, ""box"": [0.3094, 0.0719, 0.3742, 0.2808]}, {""label"": ""spider"", ""score"": 0.292, ""box"": [0.9045, 0.4638, 0.0733, 0.0404]}]",1,axe,0.281,"[{""label"": ""axe"", ""score"": 0.281, ""box"": [0.1091, 0.0016, 0.2381, 0.3936]}]",
938049,Donor,2021,2,bird,0.32,"[{""label"": ""bird"", ""score"": 0.32, ""box"": [0.8686, 0.7221, 0.1182, 0.0636]}, {""label"": ""skeleton"", ""score"": 0.285, ""box"": [0.2641, 0.2112, 0.5732, 0.3488]}]",1,arrow,0.295,"[{""label"": ""arrow"", ""score"": 0.295, ""box"": [0.2773, 0.7965, 0.1683, 0.1238]}]",
990167,Dead Pigeon on Beethoven Street,1972,3,clown,0.399,"[{""label"": ""clown"", ""score"": 0.399, ""box"": [0.4245, 0.3206, 0.2214, 0.1914]}, {""label"": ""giant_monster"", ""score"": 0.369, ""box"": [0.5201, 0.8368, 0.448, 0.1229]}, {""label"": ""skeleton"", ""score"": 0.32, ""box"": [0.0647, 0.518, 0.1428, 0.0788]}]",3,gun,0.417,"[{""label"": ""gun"", ""score"": 0.417, ""box"": [0.365, 0.0358, 0.5991, 0.2087]}, {""label"": ""gun"", ""score"": 0.364, ""box"": [0.1394, 0.3417, 0.0945, 0.0596]}, {""label"": ""syringe"", ""score"": 0.32, ""box"": [0.6642, 0.5911, 0.094, 0.0308]}]",
1013699,The Shining Pyramid,1979,3,spider,0.432,"[{""label"": ""spider"", ""score"": 0.432, ""box"": [0.3104, 0.057, 0.0884, 0.061]}, {""label"": ""shark"", ""score"": 0.292, ""box"": [0.488, 0.6386, 0.2609, 0.313]}, {""label"": ""doll"", ""score"": 0.283, ""box"": [0.4878, 0.6387, 0.2612, 0.3121]}]",1,arrow,0.444,"[{""label"": ""arrow"", ""score"": 0.444, ""box"": [0.5898, 0.0598, 0.0774, 0.0501]}]",
1068455,All That You Love Will Be Carried Away,2019,1,spider,0.385,"[{""label"": ""spider"", ""score"": 0.385, ""box"": [0.8646, 0.9511, 0.0874, 0.0291]}]",1,axe,0.268,"[{""label"": ""axe"", ""score"": 0.268, ""box"": [0.7473, 0.2747, 0.1003, 0.453]}]",
1075682,Three Silhouettes in Black,1985,3,skeleton,0.431,"[{""label"": ""skeleton"", ""score"": 0.431, ""box"": [0.3845, 0.5627, 0.1133, 0.0803]}, {""label"": ""skeleton"", ""score"": 0.28, ""box"": [0.2805, 0.5565, 0.2308, 0.1083]}, {""label"": ""giant_monster"", ""score"": 0.275, ""box"": [0.159, 0.423, 0.7285, 0.2946]}]",3,rifle,0.347,"[{""label"": ""rifle"", ""score"": 0.347, ""box"": [0.6492, 0.5864, 0.2414, 0.1132]}, {""label"": ""gun"", ""score"": 0.28, ""box"": [0.6349, 0.5763, 0.2634, 0.1382]}, {""label"": ""gun"", ""score"": 0.268, ""box"": [0.6492, 0.5861, 0.2411, 0.113]}]",
1114351,Actual Record! Real Horror Posted Video 31,2016,1,doll,0.309,"[{""label"": ""doll"", ""score"": 0.309, ""box"": [0.0515, 0.4565, 0.753, 0.5363]}]",1,rifle,0.289,"[{""label"": ""rifle"", ""score"": 0.289, ""box"": [0.2139, 0.4689, 0.3774, 0.2051]}]",
1156131,두번째 상봉,1967,3,doll,0.428,"[{""label"": ""doll"", ""score"": 0.428, ""box"": [0.4753, 0.48, 0.491, 0.5034]}, {""label"": ""skeleton"", ""score"": 0.349, ""box"": [0.6389, 0.5284, 0.1174, 0.1329]}, {""label"": ""vampire"", ""score"": 0.349, ""box"": [0.0559, 0.4727, 0.5657, 0.5091]}]",3,gun,0.362,"[{""label"": ""gun"", ""score"": 0.362, ""box"": [0.0466, 0.78, 0.2442, 0.2007]}, {""label"": ""gun"", ""score"": 0.296, ""box"": [0.047, 0.7799, 0.2438, 0.201]}, {""label"": ""gun"", ""score"": 0.284, ""box"": [0.0465, 0.7798, 0.2444, 0.2011]}]",
1225036,Ha Khel Savlyancha,1976,3,giant_monster,0.405,"[{""label"": ""giant_monster"", ""score"": 0.405, ""box"": [0.1687, 0.6385, 0.2057, 0.2046]}, {""label"": ""clown"", ""score"": 0.38, ""box"": [0.067, 0.3888, 0.9287, 0.6088]}, {""label"": ""vampire"", ""score"": 0.34, ""box"": [0.0019, 0.1847, 0.5069, 0.5696]}]",0,,,[],
1487521,Conserva,2025,1,skeleton,0.253,"[{""label"": ""skeleton"", ""score"": 0.253, ""box"": [0.2602, 0.6403, 0.2284, 0.1393]}]",0,,,[],
1494221,Sticks and Stones: Investigating the Blair Witch,1999,3,giant_monster,0.376,"[{""label"": ""giant_monster"", ""score"": 0.376, ""box"": [0.553, 0.5045, 0.0929, 0.0641]}, {""label"": ""skeleton"", ""score"": 0.34, ""box"": [0.5535, 0.5048, 0.0919, 0.0635]}, {""label"": ""shark"", ""score"": 0.321, ""box"": [0.3752, 0.5023, 0.272, 0.1412]}]",3,axe,0.3,"[{""label"": ""axe"", ""score"": 0.3, ""box"": [0.5205, 0.5061, 0.0414, 0.1343]}, {""label"": ""axe"", ""score"": 0.268, ""box"": [0.3803, 0.5308, 0.1664, 0.0858]}, {""label"": ""axe"", ""score"": 0.252, ""box"": [0.5076, 0.5053, 0.0639, 0.1355]}]",
1577810,Pandora's Box,2025,3,skeleton,0.433,"[{""label"": ""skeleton"", ""score"": 0.433, ""box"": [0.4645, 0.4477, 0.2804, 0.2621]}, {""label"": ""vampire"", ""score"": 0.339, ""box"": [0.0075, 0.4212, 0.9883, 0.5748]}, {""label"": ""doll"", ""score"": 0.329, ""box"": [0.0072, 0.4213, 0.9882, 0.5752]}]",1,axe,0.41,"[{""label"": ""axe"", ""score"": 0.41, ""box"": [0.0995, 0.3074, 0.2779, 0.2646]}]",
1615804,The Big Scoop: Challenge at Twilight,1959,3,vampire,0.307,"[{""label"": ""vampire"", ""score"": 0.307, ""box"": [0.1993, 0.1608, 0.7991, 0.6822]}, {""label"": ""witch"", ""score"": 0.282, ""box"": [0.2249, 0.2266, 0.1056, 0.0795]}, {""label"": ""vampire"", ""score"": 0.268, ""box"": [0.0347, 0.1895, 0.1878, 0.1917]}]",1,gun,0.413,"[{""label"": ""gun"", ""score"": 0.413, ""box"": [0.4828, 0.3238, 0.3814, 0.2026]}]",
1634691,Little Signs,2026,3,doll,0.326,"[{""label"": ""doll"", ""score"": 0.326, ""box"": [0.0751, 0.4442, 0.1878, 0.2022]}, {""label"": ""vampire"", ""score"": 0.324, ""box"": [0.0752, 0.4443, 0.1879, 0.202]}, {""label"": ""vampire"", ""score"": 0.285, ""box"": [0.0753, 0.4443, 0.1872, 0.2018]}]",0,,,[],
1638974,Fools in the Dark,1924,3,doll,0.519,"[{""label"": ""doll"", ""score"": 0.519, ""box"": [0.6626, 0.5081, 0.3184, 0.2255]}, {""label"": ""vampire"", ""score"": 0.376, ""box"": [0.2957, 0.4851, 0.4128, 0.2485]}, {""label"": ""skeleton"", ""score"": 0.346, ""box"": [0.6684, 0.5624, 0.1435, 0.1347]}]",0,,,[],
1700685,This is Not an Exit,2025,3,skeleton,0.419,"[{""label"": ""skeleton"", ""score"": 0.419, ""box"": [0.6173, 0.2474, 0.166, 0.1281]}, {""label"": ""doll"", ""score"": 0.358, ""box"": [0.5585, 0.2018, 0.4415, 0.5528]}, {""label"": ""skeleton"", ""score"": 0.329, ""box"": [0.3372, 0.2537, 0.1019, 0.0704]}]",0,,,[],
