id,title,year,creature_n,creature_top_label,creature_top_score,creature_boxes,weapon_n,weapon_top_label,weapon_top_score,weapon_boxes,error
781001,That,2012,0,,,[],3,axe,0.284,"[{""label"": ""axe"", ""score"": 0.284, ""box"": [0.6513, 0.3307, 0.2843, 0.0586]}, {""label"": ""arrow"", ""score"": 0.237, ""box"": [0.6484, 0.3322, 0.2866, 0.1705]}, {""label"": ""arrow"", ""score"": 0.22, ""box"": [0.0817, 0.3349, 0.273, 0.1686]}]",
789473,The Mysterious Mr. Hyde,1964,0,,,[],1,syringe,0.207,"[{""label"": ""syringe"", ""score"": 0.207, ""box"": [0.6592, 0.806, 0.2178, 0.1656]}]",
795813,I'm Your Man,2021,0,,,[],0,,,[],
872243,Darkman,1992,3,masked_killer,0.666,"[{""label"": ""masked_killer"", ""score"": 0.666, ""box"": [0.4281, 0.6082, 0.1652, 0.1061]}, {""label"": ""vampire"", ""score"": 0.464, ""box"": [0.1646, 0.5413, 0.572, 0.451]}, {""label"": ""masked_killer"", ""score"": 0.276, ""box"": [0.4179, 0.6257, 0.0567, 0.0801]}]",0,,,[],
921652,Body of Ashes,2022,0,,,[],0,,,[],
929912,Droga Digitale,2022,0,,,[],0,,,[],
938049,Donor,2021,0,,,[],0,,,[],
990167,Dead Pigeon on Beethoven Street,1972,3,vampire,0.402,"[{""label"": ""vampire"", ""score"": 0.402, ""box"": [0.4813, 0.3039, 0.5066, 0.4658]}, {""label"": ""vampire"", ""score"": 0.364, ""box"": [0.5259, 0.8408, 0.44, 0.1177]}, {""label"": ""vampire"", ""score"": 0.358, ""box"": [0.1306, 0.206, 0.5525, 0.48]}]",3,axe,0.584,"[{""label"": ""axe"", ""score"": 0.584, ""box"": [0.3671, 0.1495, 0.4627, 0.0918]}, {""label"": ""gun"", ""score"": 0.583, ""box"": [0.1423, 0.3449, 0.0901, 0.0496]}, {""label"": ""axe"", ""score"": 0.545, ""box"": [0.3707, 0.0371, 0.5913, 0.2115]}]",
1013699,The Shining Pyramid,1979,3,werewolf,0.367,"[{""label"": ""werewolf"", ""score"": 0.367, ""box"": [0.7152, 0.6608, 0.2354, 0.2872]}, {""label"": ""werewolf"", ""score"": 0.363, ""box"": [0.4922, 0.6426, 0.2525, 0.2789]}, {""label"": ""werewolf"", ""score"": 0.353, ""box"": [0.087, 0.6237, 0.2912, 0.3103]}]",1,arrow,0.226,"[{""label"": ""arrow"", ""score"": 0.226, ""box"": [0.591, 0.0624, 0.0758, 0.0464]}]",
1068455,All That You Love Will Be Carried Away,2019,2,vampire,0.266,"[{""label"": ""vampire"", ""score"": 0.266, ""box"": [0.1732, 0.3377, 0.7716, 0.4389]}, {""label"": ""vampire"", ""score"": 0.223, ""box"": [0.6032, 0.3314, 0.1263, 0.4153]}]",0,,,[],
1075682,Three Silhouettes in Black,1985,2,spider,0.384,"[{""label"": ""spider"", ""score"": 0.384, ""box"": [0.1652, 0.4297, 0.7198, 0.2864]}, {""label"": ""alien"", ""score"": 0.216, ""box"": [0.1674, 0.4311, 0.4292, 0.2819]}]",0,,,[],
1114351,Actual Record! Real Horror Posted Video 31,2016,3,demon,0.412,"[{""label"": ""demon"", ""score"": 0.412, ""box"": [0.0433, 0.4682, 0.7493, 0.5257]}, {""label"": ""masked_killer"", ""score"": 0.29, ""box"": [0.3799, 0.5369, 0.2002, 0.1644]}, {""label"": ""werewolf"", ""score"": 0.238, ""box"": [0.2325, 0.473, 0.5681, 0.2487]}]",0,,,[],
1156131,두번째 상봉,1967,0,,,[],0,,,[],
1225036,Ha Khel Savlyancha,1976,3,vampire,0.335,"[{""label"": ""vampire"", ""score"": 0.335, ""box"": [0.0477, 0.3984, 0.9321, 0.6016]}, {""label"": ""vampire"", ""score"": 0.237, ""box"": [0.0025, 0.1944, 0.4786, 0.7783]}, {""label"": ""zombie"", ""score"": 0.216, ""box"": [0.0069, 0.1924, 0.4735, 0.5863]}]",0,,,[],
1487521,Conserva,2025,0,,,[],0,,,[],
1494221,Sticks and Stones: Investigating the Blair Witch,1999,1,spider,0.291,"[{""label"": ""spider"", ""score"": 0.291, ""box"": [0.3816, 0.5049, 0.2531, 0.1345]}]",3,arrow,0.314,"[{""label"": ""arrow"", ""score"": 0.314, ""box"": [0.533, 0.5076, 0.0233, 0.1348]}, {""label"": ""arrow"", ""score"": 0.273, ""box"": [0.5569, 0.5093, 0.0867, 0.0568]}, {""label"": ""arrow"", ""score"": 0.264, ""box"": [0.3847, 0.5316, 0.1654, 0.0884]}]",
1577810,Pandora's Box,2025,0,,,[],0,,,[],
1615804,The Big Scoop: Challenge at Twilight,1959,0,,,[],0,,,[],
1634691,Little Signs,2026,0,,,[],0,,,[],
1638974,Fools in the Dark,1924,1,vampire,0.246,"[{""label"": ""vampire"", ""score"": 0.246, ""box"": [0.3024, 0.4863, 0.4041, 0.2451]}]",0,,,[],
1700685,This is Not an Exit,2025,3,ghost,0.527,"[{""label"": ""ghost"", ""score"": 0.527, ""box"": [0.5521, 0.2115, 0.4423, 0.5442]}, {""label"": ""witch"", ""score"": 0.401, ""box"": [0.0096, 0.2158, 0.6073, 0.6407]}, {""label"": ""ghost"", ""score"": 0.271, ""box"": [0.0072, 0.171, 0.9818, 0.6656]}]",3,sword,0.375,"[{""label"": ""sword"", ""score"": 0.375, ""box"": [0.3697, 0.2933, 0.4439, 0.1759]}, {""label"": ""sword"", ""score"": 0.258, ""box"": [0.0023, 0.4704, 0.6275, 0.152]}, {""label"": ""sword"", ""score"": 0.203, ""box"": [0.0105, 0.2813, 0.7351, 0.3509]}]",
